date,ticker,text,sentiment,finbert_label,finbert_score
2020-01-01,AMZN,$AMZN Dow futures up by 100 points already 🥳,positive,positive,0.9123220443725586
2020-01-01,TSLA,$TSLA Daddy's drinkin' eArly tonight! Here's to a PT of ohhhhh $1000 in 2020! 🍻,positive,positive,0.8692870736122131
2020-01-01,AAPL,$AAPL We’ll been riding since last December from $172.12 what to do. Decisions decisions hmm 🤔. I have 20 mins to decide. Any suggestions?,positive,neutral,-0.08817753940820694
2020-01-01,TSLA,"$TSLA happy new year, 2020, everyone🍷🎉🙏",positive,positive,0.9787986278533936
2020-01-01,TSLA,"$TSLA haha just a collection of greats...""Mars"" rofl 😈😎🌠⏫🔮💸👏💪🚀🎆🎇📣🎉🎊 *bork*",positive,positive,0.886038064956665
2020-01-01,TSLA,"$TSLA NOBODY: Gas cars driven by humans killed 1000s upon 1000s in 2019.

Tesla shorts: OMG DID YOU HEAR 2 PEOPLE DIED FROM A TESLA CRASH😱",positive,negative,-0.8808931708335876
2020-01-02,AAPL,$AAPL $300 calls First trade of 2020 Congrats to all bulls 😈,positive,positive,0.9677797555923462
2020-01-02,AAPL,"$AAPL Remember, if you short every day, one of those days you will be right 😏",positive,positive,0.6305635571479797
2020-01-02,AAPL,"$AAPL called it, the bear comment below makes me chuckle inside. So sweeet 😜",positive,positive,0.9605859518051147
2020-01-02,HD,$HD Bought more at today's low. She is turning. Stars aligned.🤞,positive,positive,0.8673998117446899
2020-01-02,AAPL,Apple is taking things UP in 2020 🚀🚀 $AAPL,positive,positive,0.9631848931312561
2020-01-02,AAPL,$AAPL not a bad day wish I wouldnt have sold those 20 300 calls on monday. Still took a decent profit for next week calls though 🤑🤑,positive,positive,0.8242356181144714
2020-01-02,AAPL,$AAPL where are all the peeps posting bearish since $200🤣,positive,neutral,-0.39229539036750793
2020-01-03,NVDA,$NVDA This should be at least 300 already 🤔💹💸💸,positive,neutral,0.1513824164867401
2020-01-03,AAPL,$AAPL tomorrow buy time on the dip then green 🐋🏛💰,positive,neutral,0.08954055607318878
2020-01-03,AAPL,$AAPL Thanks for that dip. Let the bears talk their gibberish and ignore it. 😆,positive,neutral,-0.20379143953323364
2020-01-03,AAPL,$AAPL leave enough red to buy calls at open 🙏,positive,neutral,0.3311857581138611
2020-01-03,AAPL,$AAPL short this bears 🖕🖕🖕. Never go against Apple.,positive,neutral,0.23724991083145142
2020-01-03,TSLA,$TSLA  I must rise to a level where winning does not elate  me and losing does not deflate me. But it's not going to happen today.😊😊😊😊,positive,positive,0.256660133600235
2020-01-03,TSLA,$TSLA shorts are f u c k e d 💣,positive,negative,-0.44296589493751526
2020-01-03,TSLA,$TSLA Don’t short. It’s a Trap lol 😂 see you at 7% + up day,positive,neutral,0.3594421446323395
2020-01-03,AMZN,$AMZN who ever shorted today will be deported from US if you are immigrants 😀,positive,negative,-0.6793018579483032
2020-01-03,TSLA,$TSLA 🐻 not see anything like this with Tesla stock in the last 3 years. It'll be an EPIC year in 2020 when model Y roll out in summer.,positive,positive,0.7710282206535339
2020-01-03,TSLA,$TSLA  can one hear the bear as it cries in the forest?😂😂😂,positive,neutral,-0.3296709358692169
2020-01-03,TSLA,$TSLA Ignore the clowns and bears!  Marvelous opportunity awaits the longterm bulls!🤡🐻,positive,positive,0.9012445211410522
2020-01-03,GOOGL,$GOOGL good thing I loaded up on puts 🥱,negative,positive,0.9204472899436951
2020-01-03,AAPL,"$AAPL $1,000 by the end of January 😂",negative,neutral,0.3143249452114105
2020-01-06,AAPL,$AAPL it’s just too funny and easy to laugh at bears at this point. Why don’t you guys do something useful like find a good job so you can afford to buy Apple instead of just posting jealous hate and looking like a 🤡,positive,negative,-0.6102381348609924
2020-01-06,AAPL,"$AAPL once hits 300 today, needs another 100 points to reach 400 like that smart gentleman said on CNBC this am 👍🏽",positive,positive,0.8133096098899841
2020-01-06,AMZN,$AMZN I hope we can come close to touching 2000 either tomorrow or Wednesday 😭,positive,positive,0.9007505178451538
2020-01-06,TSLA,"$TSLA  Squeal like a pig, Chanos! Squeal like a pig!! 🐖",positive,negative,-0.19589363038539886
2020-01-06,NFLX,$NFLX 🔥🔥🔥✈️ 336 test to possibly test 340s tomorrow / ALL DAY mentions since open 😎⭐️,positive,positive,0.611158013343811
2020-01-06,TSLA,$TSLA shorts thought they are making a quick and easy bet.....hahhaha 🖕,positive,neutral,0.36539652943611145
2020-01-06,TSLA,$TSLA if you had only listened bears... 🤦🏻‍♂️,positive,negative,-0.5373087525367737
2020-01-06,TSLA,Once again $TSLA keeps roasting the shorts🔥📈,positive,positive,0.7102348804473877
2020-01-07,TSLA,$TSLA BUT BUTT WW3? 😢 Screw the sink this stock has had the whole house thrown at it and still goes up. You bears are real 🤡 s,positive,negative,-0.9016081690788269
2020-01-07,TSLA,$TSLA Congratulations to Elon and SpaceX for another successful drone ship landing. ...the man is in the zone!! 🚀,positive,positive,0.9827538728713989
2020-01-07,FB,"$FB Finally gapped up. Took a year and half to do it, but f’ck it feels good. Long and strong 💪🏼. Let’s keep this train moving. Still has some more to go before I’ll even consider selling my calls of any of my shares.",positive,positive,0.8969444036483765
2020-01-07,TSLA,$TSLA these bears constantly post old a$$ pics of crashed Tesla’s hahahahaha. Have you not learned yet I’m pretty sure your account learned by now 😜🔥 🚀 Hope you readyyyy for what’s next 😉,positive,neutral,0.09817169606685638
2020-01-07,TSLA,$TSLA Top of the channel $485 believe it 💰,positive,positive,0.7641281485557556
2020-01-07,TSLA,$TSLA wow jpm with a whole $20 😂😂😂,positive,positive,0.5838850140571594
2020-01-07,DIS,"$DIS Just keep falling, just keep falling, just keep falling falling falling. What does DIS do all month? Falling falling falling 😂
-Dory",negative,negative,-0.5022013783454895
2020-01-07,AAPL,$AAPL Bears & Shorts Later Today 😂😂😂,positive,neutral,0.16044798493385315
2020-01-07,TSLA,$TSLA head fake w more short covering. 👑,positive,negative,-0.529431164264679
2020-01-07,BA,$BA  Stocks usually look bearish until they don’t lol. BA BA BOOM 🤯,positive,neutral,-0.1484655737876892
2020-01-07,WMT,I would of thought $WMT would have got hit a little harder with that 54.6 million dollar lawsuit they just lost for not paying their drivers. 😯,negative,negative,-0.8580943942070007
2020-01-07,TSLA,"$TSLA bears 🐻 I say, you really do have some good points, and you’re right this may pull back, but why would you get in front of this right now? Or over the last month? There’s other opportunities out there even for your hateful selves",positive,neutral,-0.058274224400520325
2020-01-07,TSLA,$TSLA $470 by open tomorrow. Get your electric rocket ships ready we going to the moon 🔌🚀,positive,positive,0.6624746918678284
2020-01-07,TSLA,$TSLA have only 2000$ im not going far with this at this point 🤔,positive,neutral,-0.3375197947025299
2020-01-07,TSLA,$TSLA man I can't wait till the day Tesla start paying out dividends... once that announcement happens the stock will explode before the Ex-date 💪💪🏿,positive,positive,0.9650595188140869
2020-01-07,FB,$FB stop selling!! My $215 weekly calls are getting wrecked! 😒,positive,negative,-0.9256187081336975
2020-01-07,TSLA,$TSLA should i do a search of all the “mark this post” from the bear shorts that have been fried the last month? 🤡,positive,negative,-0.7651510238647461
2020-01-07,AMZN,$AMZN CONGRATS TO ALL THE LONG - there were some trying times but our patience IS being rewarded- lots more to come 🙏🏽,positive,positive,0.9750551581382751
2020-01-07,TSLA,$TSLA we’ll it’s not &BYND mane it’s not too late to buy 🤦🏽‍♂️ just maybe,positive,neutral,0.4207357168197632
2020-01-07,TSLA,"$TSLA yep, especially put buyers and call chasers oof 😂😂😂🐷",positive,neutral,0.06278140842914581
2020-01-07,AAPL,$AAPL who is ready to open tomorrow  at $290. It’s time 🐷,negative,neutral,0.4706307649612427
2020-01-07,AAPL,$AAPL Green by morning my ass!! Y’all should have taken profits 😂🤦🏻‍♂️👀🍎,negative,negative,-0.7561731338500977
2020-01-08,AAPL,$AAPL buy 300 call easy money 🤣🤣🤣🤣🤣🤣🤣🤣,negative,neutral,0.09989237785339355
2020-01-08,AAPL,$AAPL maybe dan Ives at Wedbush can reimburse all you chasers for your losses. Or maybe not 😂😂,negative,neutral,-0.1840062141418457
2020-01-08,TSLA,$TSLA another target raised to $556 wow. When the dust settles this will 🔥 🚀  😉,positive,positive,0.92195063829422
2020-01-08,TSLA,$TSLA if this takes a big dip tomorrow morning I’m closing all my hedges and rolling my $525k of sub $300 strike Jan 17 calls up to $400+ strike calls... bring it on 🐻,positive,neutral,0.019593775272369385
2020-01-08,TSLA,$TSLA wow it's great to wake up to this! This is going to open at 475 and maybe hit 500 today!!! 😍🙃,positive,positive,0.9908676147460938
2020-01-08,TSLA,"$TSLA Bullish AF to the mewn, but that 15 point bubble-pop drop last night was not a good feeling while holding calls 🤢🤮 *bork*",positive,negative,-0.9412375092506409
2020-01-08,DIS,"$DIS small piece of advice, if you’re long calls, turning them into spreads before close really helps reduce risk. Then you can close the short leg out in the morning, usually for a profit when things are starting to look bullish again 😁",positive,positive,0.8094602227210999
2020-01-08,TSLA,"$TSLA Oh yeah, was that yesterday? 30 point run. 🚀 Give me $489!",positive,neutral,0.4409067928791046
2020-01-08,TSLA,"$TSLA I just took profits and resized my position a few days ago, soon I’ll be doing it again. 🚀",positive,positive,0.7809485197067261
2020-01-08,TSLA,$TSLA Bwahahaha there isn’t a thing capable of stopping this train 🥳,positive,positive,0.5758776068687439
2020-01-08,TSLA,$TSLA who’s making tendies 👀 missed this run,positive,neutral,-0.31041476130485535
2020-01-08,AAPL,$AAPL short term 🐻 people need to pull some off the table with all uncertainty floating around. This is just dicey,negative,negative,-0.7135341167449951
2020-01-08,TSLA,$TSLA people seem to have forgotten about the energy business👀,positive,negative,-0.5181405544281006
2020-01-08,TSLA,"$TSLA i thought $500 by end of week, not middle of week 🤣🤣",positive,neutral,-0.23073408007621765
2020-01-08,AAPL,$AAPL What makes bulls believe that Terrorist will stop 🛑 launching rockets 🧨,negative,negative,-0.5457704067230225
2020-01-08,TSLA,$TSLA grabbed a $500 call and flipped it for over 100%. Paid for my loser put and then some. Rolled over to a $515. Let’s keep the party going. 🚀🌙,positive,positive,0.6287224292755127
2020-01-08,TSLA,$TSLA remember this? Now it seems like a distant memory... 2 weeks ago 😁,positive,neutral,0.3960946202278137
2020-01-08,TSLA,$TSLA bunch of cocaine and two chicks at the same time 📈💸,positive,negative,-0.6512720584869385
2020-01-08,AAPL,$AAPL hahaha many bears buying put/sell. Strong strong but we wanna see 305 before close hahaha🤣💯👆💹💵,positive,positive,0.4847066402435303
2020-01-08,TSM,$TSM ...we will definitely close at $59 today.😎,positive,positive,0.7415387630462646
2020-01-08,BABA,"$BABA yeez guys, dont sell off now ... this dragon has just started to fly 💸💸💸💸💸",positive,neutral,-0.042605116963386536
2020-01-08,DIS,$DIS Since July 2019 DIS has gone up 0% I’m guessing it will continue going sideways 😢,negative,negative,-0.7291843891143799
2020-01-08,TSLA,$TSLA this is WILD. And I’m loving every bit of it 🤑,positive,positive,0.9883483052253723
2020-01-08,TSLA,$TSLA For years Kind of going nowhere.. Now the most loved company in the world 💵 💵,positive,positive,0.9181164503097534
2020-01-09,TSLA,Tesla shorts waiting on the market to open this morning ...  $TSLA 😍,positive,positive,0.8642258644104004
2020-01-09,TSLA,$TSLA so happy I don't have to get Elon tatted on me 😂 Tomorrow hit 500+ sweet cheeks 😘,positive,positive,0.9683115482330322
2020-01-09,TSLA,$TSLA ahh it’s gonna be another good day tomorrow if the futures keep ripping😎🎯,positive,positive,0.9794526100158691
2020-01-09,TSLA,$TSLA Did Elon do another dance today?..cause I love it when he dances..such a good dancer!😆😉,positive,positive,0.9820323586463928
2020-01-09,TSLA,$TSLA how I wish I didn't sell at $470! 😳😅,positive,negative,-0.36248087882995605
2020-01-09,AAPL,"$AAPL again, shorts gonna buy put and sells, scared traders gonna take profit and selling shares/calls 😂 if thats gonna happen, BUY THE DIPS! HOLD AND GO LONG! BUY NEW CAR OR WHAT EVER! 👆💯💵🤲💹 End with 310-315 this week end next week",positive,neutral,-0.02299681305885315
2020-01-09,TSLA,$TSLA Little dip to lure them in & then BOOM 💥 $505,positive,neutral,0.35906466841697693
2020-01-09,TSLA,$TSLA Puts the art in fart🚀🚀🚀,positive,neutral,-0.09352145344018936
2020-01-09,AAPL,$AAPL time to take a breather 😎,positive,neutral,0.13635584712028503
2020-01-09,TSLA,$TSLA Waiting for that hot & moist reversal 😋,positive,positive,0.7304730415344238
2020-01-09,TSLA,$TSLA 500+ eod no worries 😉,positive,positive,0.8354700803756714
2020-01-09,V,$V people Shopped Non stop during the holiday season and now Gas stations in US requires all pumps to upgrade to pay by Credit cards ....Now you can tell where VISA is heading too ...easy 220 🙏🙏🙏🙏🚀🚀🚀🚀🚀🚀❤❤❤❤,positive,neutral,0.3674624562263489
2020-01-09,SBUX,$SBUX following through nicely as shown in yesterday’s tweets. 👍💪🙏🤑,positive,positive,0.961122989654541
2020-01-09,AMZN,$AMZN Now it’s moving with the market 😂,negative,neutral,0.21918806433677673
2020-01-09,TSLA,$TSLA who else bought the dip 💰🤑,positive,neutral,-0.05756506696343422
2020-01-09,DIS,$DIS down 0.27% pretty much the expected daily return 🤷🏼‍♂️,negative,neutral,0.04930336773395538
2020-01-09,AAPL,$AAPL nice to look at my account today and see my shares up over 100% and climbing. 👏🏻👏🏻,positive,positive,0.9824545383453369
2020-01-09,SBUX,"$SBUX I drink enough coffee, I’m investing 💪🏼",positive,positive,0.8161764144897461
2020-01-09,TSLA,"$TSLA looking like no 470 today, feel good about getting there tomorrow ✌️",negative,positive,0.9549680352210999
